RefSeq_ID	Gene_Symbol	Chromosome	Start	End	Expression Breadth	RPKM	Housekeeping?	
NR_027398	GFOD2	chr16	67708436	67753273	30	4.82925	Yes	
NM_001173128	YTHDF2	chr1	29063133	29096287	31	19.4167	Yes	
NM_020893	C9orf174	chr9	100069910	100139577	29	6.17388e-13	No	
NM_002717	PPP2R2A	chr8	26149007	26230195	31	16.0054	Yes	
NM_005336	HDLBP	chr2	242166682	242255115	31	188.445	Yes	
NR_027795	BTN2A3P	chr6	26421619	26430816	28	1.01524	No	
NM_001242713	LOC100289561	chr7	102004308	102021080	30	1.06754	Yes	
NM_207015	NAALADL2	chr3	174577111	175523428	27	2.89955	No	
NM_001080503	CCDC159	chr19	11457181	11465620	30	8.6192	Yes	
NM_001193315	VIPAS39	chr14	77893018	77923983	30	12.4369	Yes	
NM_001170790	MFSD5	chr12	53645370	53648190	31	16.7383	Yes	
NM_000692	ALDH1B1	chr9	38392661	38398662	31	13.0784	Yes	
NM_014618	DBC1	chr9	121928908	122131739	22	2.31993	No	
NM_001080495	TNRC18	chr7	5346423	5463177	31	10.8478	Yes	
NM_014473	DIMT1	chr5	61684351	61699728	31	18.6398	Yes	
NM_015464	SOSTDC1	chr7	16501106	16505474	21	0.138963	No	
NM_001005862	ERBB2	chr17	37844393	37884915	30	18.8941	Yes	
NM_018240	KIRREL	chr1	157963063	158065844	25	34.7605	No	
NM_033387	FAM78A	chr9	134133465	134151906	29	0.185992	No	
NM_005671	UBXN8	chr8	30601690	30624520	30	11.0534	Yes	
NM_145650	MUC15	chr11	26580579	26593815	18	0.0761563	No	
NM_001128309	TSPAN14	chr10	82214038	82282391	31	6.58611	Yes	
NM_001725	BPI	chr20	36932552	36965905	19	0.422986	No	
NR_027688	OR7E5P	chr11	55746179	55753881	4	0.142034	No	
NM_144657	HDX	chrX	83572882	83757487	30	1.0758	Yes	
NM_004946	DOCK2	chr5	169064251	169510386	29	0.0785253	Yes	
NM_032492	JAGN1	chr3	9932271	9936031	31	19.4137	Yes	
NR_003032	SNORA32	chr11	93464145	93464265	15	223.996	No	
NM_001129742	CALHM3	chr10	105232561	105238997	11	0.159788	No	
NM_001042633	SNX21	chr20	44462470	44471914	30	6.24913	Yes	
NM_018943	TUBA8	chr22	18593453	18614498	29	0.856478	Yes	
NM_101395	DYRK1A	chr21	38739859	38887679	31	11.5145	Yes	
NM_001085375	C1orf226	chr1	162348696	162356608	28	0.887088	No	
NM_001334	CTSO	chr4	156845270	156875048	30	10.7675	Yes	
NM_000396	CTSK	chr1	150768684	150780917	28	46.9662	No	
NR_046352	CNOT10	chr3	32726637	32815367	31	7.50018	Yes	
NM_024635	NAA35	chr9	88556057	88637217	31	9.9039	Yes	
NM_032789	PARP10	chr8	145051320	145060635	30	5.02684	Yes	
NM_015693	INTU	chr4	128554087	128637934	30	4.21913	No	
NM_001271888	CIB2	chr15	78396948	78423877	29	3.36339	Yes	
NM_152523	CCNYL1	chr2	208576264	208620896	31	5.39818	Yes	
NR_046583	COL4A2-AS1	chr13	111154923	111160526	20	24.1726	No	
NM_016433	GLTP	chr12	110288748	110318293	31	16.1274	Yes	
NM_138612	HAS3	chr16	69139467	69152619	30	0.69153	No	
NM_001039697	SNAPC3	chr9	15422782	15461627	31	11.9249	Yes	
NM_001025194	CES1	chr16	55836764	55867075	27	0.128323	Yes	
NM_014041	SPCS1	chr3	52739857	52742197	31	78.3509	Yes	
NM_001256525	ZNF74	chr22	20748405	20762753	31	2.85389	Yes	
NM_152695	ZNF449	chrX	134478696	134497338	31	4.02129	Yes	
NR_040093	STARD4-AS1	chr5	110847924	111075423	30	16.2647	Yes	
NM_003159	CDKL5	chrX	18443725	18671749	28	1.14855	No	
NM_172231	SUGP1	chr19	19387322	19431321	30	8.59212	Yes	
NM_053056	CCND1	chr11	69455873	69469242	31	127.157	Yes	
NM_012415	RAD54B	chr8	95384188	95487343	31	1.74553	Yes	
NR_073492	PEX11B	chr1	145516165	145523732	30	15.3577	Yes	
NR_024437	LOC728323	chr2	243030844	243102469	28	3.00483	No	
NM_024874	KIAA0319L	chr1	35899091	36023037	31	9.79124	Yes	
NM_031268	PDPK1	chr16	2587965	2653191	31	5.80336	Yes	
NM_005895	GOLGA3	chr12	133345495	133405426	31	12.5202	Yes	
NM_001136050	DHRS1	chr14	24759804	24769039	31	11.4236	Yes	
NM_001831	CLU	chr8	27454434	27472328	31	8.38181	Yes	
NR_027466	CTAGE11P	chr13	75811889	75814517	11	0.0954119	No	
NM_025181	SLC35F5	chr2	114471933	114514400	31	34.6536	Yes	
NM_012432	SETDB1	chr1	150898815	150937220	31	7.0011	Yes	
NR_074081	PPIP5K2	chr5	102455958	102539224	31	10.8687	Yes	
NM_198317	KLHL17	chr1	895967	901099	29	3.33335	No	
NM_001145146	CRHR1	chr17	43697710	43913194	28	2.32539e-14	No	
NR_024282	LOC113230	chr19	14183821	14185874	28	0.211106	No	
NM_001110781	SLC35E2B	chr1	1592939	1624243	31	5.26668	Yes	
NM_000099	CST3	chr20	23614294	23618574	31	242.716	Yes	
NR_033315	BDNF-AS	chr11	27528399	27719718	29	9.68477	No	
NM_000679	ADRA1B	chr5	159343740	159400017	22	1.24152	No	
NR_033847	FLJ37035	chr10	127393859	127408062	30	0.298804	Yes	
NM_001002836	ZNF787	chr19	56598732	56632649	31	7.51561	Yes	
NM_001008710	RBPMS	chr8	30241944	30429734	30	62.6321	Yes	
NM_002787	PSMA2	chr7	42956462	42971805	31	63.1684	Yes	
NM_016456	TMEM9	chr1	201103900	201123632	31	43.6749	Yes	
NM_002701	POU5F1	chr6	31132114	31138451	23	0.221832	No	
NM_001270439	ARPC5	chr1	183595328	183605076	31	122.049	Yes	
NM_001415	EIF2S3	chrX	24073065	24096927	31	45.9059	Yes	
NM_024107	TMUB2	chr17	42264354	42269099	31	19.7145	Yes	
NM_003679	KMO	chr1	241695434	241758949	25	0.0457081	No	
NM_001243147	NVL	chr1	224415036	224517891	30	6.13744	Yes	
NR_002596	RFPL3S	chr22	32755893	32767063	24	0.253974	No	
NM_006327	TIMM23	chr10	51592081	51623386	31	36.5088	Yes	
NM_001190720	IKBKB	chr8	42128820	42190171	31	10.4878	Yes	
NM_022757	CCDC14	chr3	123632274	123680255	30	27.395	Yes	
NM_181336	LEMD2	chr6	33738990	33756906	31	25.0882	Yes	
NM_003500	ACOX2	chr3	58490863	58522929	28	4.0669	No	
NM_001270929	IFIT1	chr10	91152303	91166244	29	24.1946	Yes	
NM_001199535	TGIF2-C20orf24	chr20	35202957	35240960	31	2.1882	Yes	
NR_021491	FLJ42709	chr5	92745065	92917003	25	18.2674	No	
NM_153257	ZNF461	chr19	37128283	37157739	31	1.70356	Yes	
NM_015420	DCAF13	chr8	104426942	104455680	31	15.7604	Yes	
NM_133636	HELQ	chr4	84328499	84377025	30	3.61949	Yes	
NM_024989	PGAP1	chr2	197697728	197791454	31	1.80281	Yes	
NM_007183	PKP3	chr11	394217	404908	25	0.0888192	No	
NR_002572	SNORD58B	chr18	47018034	47018099	4	1740.81	No	
NR_072994	PPP1R10	chr6	30568177	30585084	31	1.63609	Yes	
NR_038251	ATPBD4-AS1	chr15	35838396	36151202	24	0.363508	No	
NM_000271	NPC1	chr18	21111463	21166581	31	15.9101	Yes	
NM_001029874	REP15	chr12	27849428	27850566	22	0.247457	No	
NM_020981	B3GALT1	chr2	168675182	168727366	20	0.117807	No	
NM_016256	NAGPA	chr16	5074845	5083942	31	7.38549	Yes	
NM_016222	DDX41	chr5	176938578	176943967	31	22.2849	Yes	
NM_006384	CIB1	chr15	90773477	90777279	30	40.1083	Yes	
NM_002392	MDM2	chr12	69201971	69239320	31	15.1852	Yes	
NM_198044	ZDHHC16	chr10	99205930	99217127	31	23.5851	Yes	
NM_017706	WDR55	chr5	140044384	140050553	31	7.88775	Yes	
NM_001272036	LRRC14	chr8	145743349	145750559	31	4.34695	Yes	
NM_023067	FOXL2	chr3	138663066	138665982	14	0.170567	No	
NM_001023571	IQCB1	chr3	121488610	121553926	31	3.87255	Yes	
NM_014801	PCNXL2	chr1	233119882	233431459	31	2.48414	Yes	
NM_021946	BCORL1	chrX	129139164	129192058	31	2.80738	Yes	
NM_013366	ANAPC2	chr9	140069236	140083057	30	7.60123	Yes	
NM_004836	EIF2AK3	chr2	88856259	88927094	31	8.22619	Yes	
NM_005077	TLE1	chr9	84198598	84303596	30	3.39701	Yes	
NM_032611	PTP4A3	chr8	142432007	142441620	29	3.28188	Yes	
NM_015041	CLUAP1	chr16	3550945	3589051	31	6.22321	Yes	
NM_007212	RNF2	chr1	185014551	185071740	31	6.29073	Yes	
NM_005686	SOX13	chr1	204042246	204096871	29	3.10971	No	
NM_033355	CASP8	chr2	202098166	202152434	31	5.51717	Yes	
NM_019852	METTL3	chr14	21966282	21979457	31	19.0279	Yes	
NM_013362	ZNF225	chr19	44617548	44637255	29	2.65526	No	
NM_000520	HEXA	chr15	72635778	72668520	31	74.0852	Yes	
NM_015852	ZNF117	chr7	64434830	64451414	31	3.37271	Yes	
NM_173829	SREK1IP1	chr5	64013978	64064496	30	5.01097	Yes	
NM_006855	KDELR3	chr22	38864083	38879445	29	91.4155	No	
NM_014817	TRIL	chr7	28992974	28998029	25	0.0476864	No	
NM_000641	IL11	chr19	55875750	55881831	23	5.64067	No	
NM_032139	ANKRD27	chr19	33087907	33166102	30	9.14825	Yes	
NM_003575	ZNF282	chr7	148892577	148923339	31	7.89449	Yes	
NM_178862	STT3B	chr3	31574491	31677556	31	58.0213	Yes	
NM_005678	SNURF	chr15	25200070	25223729	30	46.9328	Yes	
NM_003137	SRPK1	chr6	35800811	35888957	31	11.9638	Yes	
NM_001270483	TST	chr22	37406900	37416224	31	13.9399	Yes	
NM_001134647	AFAP1	chr4	7760440	7941653	28	19.1745	No	
NM_001130140	ERAP2	chr5	96211644	96255406	30	4.12413	Yes	
NM_017495	RBM38	chr20	55966454	55984386	31	1.80099	Yes	
NM_020468	SNX14	chr6	86215215	86303629	31	26.6126	Yes	
NM_145307	RTKN2	chr10	63952953	64028466	28	1.22211	No	
NM_014249	NR2E3	chr15	72102894	72110597	23	0.258229	No	
NM_015541	LRIG1	chr3	66429221	66550845	31	2.63964	Yes	
NM_002519	NPAT	chr11	108028119	108093365	31	2.66412	Yes	
NM_001146068	CAPN2	chr1	223889295	223963720	31	110.6	Yes	
NM_001145860	POP1	chr8	99129521	99172069	30	2.29286	Yes	
NM_003762	VAMP4	chr1	171669296	171711379	31	8.55672	Yes	
NM_001098538	PRR4	chr12	10998448	11002075	30	1.60044	Yes	
NM_018124	RFWD3	chr16	74655297	74700779	31	5.3604	Yes	
NM_152727	CPNE2	chr16	57126455	57181878	31	10.579	Yes	
NM_024578	OCEL1	chr19	17337055	17340028	30	8.86882	Yes	
NM_001024218	GPHN	chr14	66974125	67648525	30	2.37134	Yes	
NM_024525	TTC13	chr1	231041987	231114618	30	7.38217	Yes	
NM_022463	NXN	chr17	702553	882998	31	30.9923	Yes	
NM_199413	PRC1	chr15	91509268	91537881	31	6.87719	Yes	
NM_001012981	ZKSCAN2	chr16	25247322	25268855	31	1.60445	Yes	
NM_020184	CNNM4	chr2	97426639	97477628	31	2.7185	Yes	
NM_003743	NCOA1	chr2	24807346	24993570	30	6.1586	Yes	
NM_033513	TPGS1	chr19	507497	519654	30	5.0851	Yes	
NM_002504	NFX1	chr9	33290418	33371155	31	11.8126	Yes	
NM_001165252	KRTAP2-3	chr17	39215493	39216344	3	4.64169	No	
NR_045634	BOLA3-AS1	chr2	74375108	74379516	30	3.02731	Yes	
NM_001127178	PIGG	chr4	492989	533320	31	17.2429	Yes	
NM_001032392	PLGLB1	chr2	87237588	87248969	23	0.0413164	No	
NM_175849	DNMT3B	chr20	31350191	31397162	31	0.506426	Yes	
NM_004641	MLLT10	chr10	21823101	22032559	31	10.2269	Yes	
NM_001202423	TRMT1L	chr1	185087218	185126230	31	5.82794	Yes	
NM_001195131	TSTD3	chr6	99968870	99981059	30	1.20927	Yes	
NM_000321	RB1	chr13	48877883	49056026	31	17.1707	Yes	
NM_173531	ZNF100	chr19	21906843	21950430	31	0.650842	Yes	
NM_152347	EFCAB13	chr17	45401327	45518677	29	0.695653	No	
NR_046367	EGFL7	chr9	139553308	139567130	30	10.1146	Yes	
NM_001039476	NPRL3	chr16	135804	188697	31	6.95293	Yes	
NM_001170634	FUS	chr16	31191431	31206192	31	18.7497	Yes	
NM_013309	SLC30A4	chr15	45774680	45815002	29	3.34668	No	
NM_032329	ING5	chr2	242641456	242668896	31	2.87249	Yes	
NM_024042	METRN	chr16	765173	767480	28	15.1121	No	
NR_038879	PAXBP1-AS1	chr21	34100425	34115433	30	0.345954	Yes	
NM_014877	HELZ	chr17	65066554	65241319	31	3.85455	Yes	
NM_138295	PKD1L1	chr7	47814250	47988071	25	0.130411	No	
NM_152586	USP54	chr10	75257296	75335433	30	2.40732	Yes	
NM_198242	EIF4G1	chr3	184032283	184053146	31	62.5801	Yes	
NM_015994	ATP6V1D	chr14	67804581	67826720	30	49.3943	Yes	
NM_173569	UBN2	chr7	138916231	138992982	31	1.33236	Yes	
NM_004667	HERC2	chr15	28356183	28567298	31	3.28658	Yes	
NM_024827	HDAC11	chr3	13521715	13547924	29	5.62664	Yes	
NM_003060	SLC22A5	chr5	131705401	131731306	31	3.46008	Yes	
NM_001618	PARP1	chr1	226548392	226595801	31	15.788	Yes	
NM_020879	CCDC146	chr7	76751934	76924521	30	1.10918	Yes	
NM_133264	WIPF2	chr17	38375574	38438439	31	9.30542	Yes	
NR_039995	TMEM161B-AS1	chr5	87564699	87732491	29	1.85776	Yes	
NM_003637	ITGA10	chr1	145524990	145543868	28	0.326142	No	
NM_001076678	ZNF493	chr19	21579921	21610296	30	1.61465	Yes	
NR_033908	LOC100288069	chr1	700245	714068	30	0.396525	Yes	
NM_014976	PDCD11	chr10	105156412	105206019	31	6.22015	Yes	
NR_028492	CFL1P1	chr10	89578070	89605369	24	0.120759	No	
NM_017672	TRPM7	chr15	50849352	50979012	31	9.0971	Yes	
NM_000169	GLA	chrX	100652779	100663001	30	7.4329	Yes	
NM_031303	KATNAL2	chr18	44526787	44628614	29	1.32013	No	
NR_036550	PES1	chr22	30972612	31003000	31	23.6917	Yes	
NM_003171	SUPV3L1	chr10	70939993	70968849	31	8.56185	Yes	
NM_032906	PYURF	chr4	89442129	89444952	31	49.006	Yes	
NM_004606	TAF1	chrX	70586114	70685855	30	4.37787	Yes	
NM_006628	ARPP19	chr15	52839432	52861213	31	26.4135	Yes	
NM_152384	BBS5	chr2	170336006	170363165	29	2.66398	Yes	
NM_052852	ZNF486	chr19	20278023	20311299	29	1.31569	Yes	
NM_015038	KIAA0754	chr1	39875176	39882154	30	4.40551	Yes	
NM_022780	RMND5A	chr2	86947414	87005164	31	4.52765	Yes	
NM_004429	EFNB1	chrX	68048840	68062006	30	14.2111	Yes	
NM_001500	GMDS	chr6	1624035	2245868	30	6.3311	Yes	
NR_033871	FLJ42351	chr2	113399407	113401757	25	0.74634	No	
NM_001114184	MTRF1L	chr6	153308400	153323925	30	2.45607	Yes	
NR_034012	WDR86-AS1	chr7	151106322	151110132	18	0.464594	No	
NM_021134	MRPL23	chr11	1968502	1977839	31	33.5443	Yes	
NM_001001484	PTER	chr10	16478942	16555744	31	2.8553	Yes	
NR_045215	LOC100652768	chr11	117066329	117072630	30	2.22473	Yes	
NR_003056	SNORD67	chr11	46783939	46784049	3	80.3759	No	
NM_022736	MFSD1	chr3	158519715	158547508	30	45.6801	Yes	
NM_015089	CUL9	chr6	43149922	43192325	31	3.3023	Yes	
NM_001004316	LEKR1	chr3	156544096	156763918	27	0.133279	No	
NM_000667	ADH1A	chr4	100197523	100212185	20	0.178528	No	
NM_000598	IGFBP3	chr7	45951844	45960871	29	4377.87	Yes	
NM_020710	LRRC47	chr1	3696784	3713068	31	14.5792	Yes	
NM_014683	ULK2	chr17	19674143	19771239	30	9.59889	Yes	
NM_030978	ARPC5L	chr9	127631484	127639696	31	32.1271	Yes	
NM_022344	C17orf75	chr17	30655460	30669228	30	3.17024	Yes	
NM_001001671	MAP3K15	chrX	19378176	19533379	30	1.09706	Yes	
NR_015415	DICER1-AS1	chr14	95624025	95646270	29	0.772521	Yes	
NM_001242918	ZFAND6	chr15	80351910	80430735	31	37.0957	Yes	
NM_021727	FADS3	chr11	61640998	61659006	30	73.158	Yes	
NR_033441	HDAC2	chr6	114257320	114292359	31	16.5319	Yes	
NM_003904	ZNF259	chr11	116649276	116658739	31	15.5817	Yes	
NM_000523	HOXD13	chr2	176957532	176960666	11	0.76289	No	
NM_001130710	LSM5	chr7	32524945	32534870	30	7.12186	Yes	
NM_006462	RBCK1	chr20	388709	411610	31	32.472	Yes	
NR_034077	THAP9-AS1	chr4	83814605	83822069	30	12.1328	Yes	
NM_002019	FLT1	chr13	28874483	29069265	28	54.1475	No	
NM_016066	GLRX2	chr1	193065595	193075244	31	16.4962	Yes	
NR_027276	LOC100128239	chr11	133902167	133911236	26	0.110441	No	
NM_198526	ZNF710	chr15	90544752	90625432	31	3.23978	Yes	
NM_145754	KIFC2	chr8	145691738	145699499	31	4.71261	Yes	
NM_007278	GABARAP	chr17	7143738	7145753	31	244.467	Yes	
NM_021239	RBM25	chr14	73525221	73588076	31	23.9898	Yes	
NM_001243787	SMUG1	chr12	54574142	54582778	31	18.294	Yes	
NM_015361	R3HDM1	chr2	136289083	136482839	31	7.39482	Yes	
NM_001009925	TMEM230	chr20	5080484	5093733	31	67.5927	Yes	
NM_001080394	KIAA0146	chr8	48173489	48648563	30	13.1188	Yes	
NM_001079512	TVP23A	chr16	10860533	10912621	29	0.147607	No	
NM_022047	DEF6	chr6	35265595	35289548	31	0.663596	Yes	
NM_003867	FGF17	chr8	21900428	21906319	18	0.227281	No	
NM_030568	KHDC1	chr6	73951038	74019938	27	3.5034	No	
NM_006773	DDX18	chr2	118572255	118589953	31	20.0122	Yes	
NM_024122	APOO	chrX	23851465	23926057	30	3.57586	Yes	
NR_049729	ASB16-AS1	chr17	42253342	42264085	30	4.23099	Yes	
NM_001040424	PRDM15	chr21	43218385	43299591	31	1.29139	Yes	
NM_001032296	STK24	chr13	99102455	99229396	30	21.837	Yes	
NM_001206878	CTDSP1	chr2	219263061	219270664	31	43.251	Yes	
NM_015691	WWC3	chrX	9983795	10112518	30	5.73809	Yes	
NM_054035	UNC119	chr17	26873725	26879646	31	17.1671	Yes	
NM_001845	COL4A1	chr13	110801310	110959496	28	270.352	No	
NM_144618	GABPB2	chr1	151043080	151091007	30	4.23325	Yes	
NM_016169	SUFU	chr10	104263719	104393214	31	4.63336	Yes	
NM_018920	PCDHGA7	chr5	140762467	140892546	30	2.52034	No	
NM_148416	ATXN2L	chr16	28834369	28848558	31	21.2486	Yes	
NM_152911	PAOX	chr10	135192741	135205198	30	1.86478	Yes	
NM_138807	TAMM41	chr3	11831919	11888352	30	4.19073	Yes	
NM_018332	DDX19A	chr16	70380824	70407281	31	10.1269	Yes	
NR_026867	ZNF300P1	chr5	150309998	150326146	24	1.35734	No	
NR_027263	ARHGAP5-AS1	chr14	32544625	32545905	28	2.7928	No	
NM_018368	LMBRD1	chr6	70385641	70507049	31	21.3339	Yes	
NM_001102654	NTF3	chr12	5541280	5604465	20	4.69505	No	
NM_002069	GNAI1	chr7	79764140	79848725	30	19.3926	Yes	
NM_004656	BAP1	chr3	52435025	52444009	31	15.4021	Yes	
NM_001136053	TPRA1	chr3	127291907	127309602	31	27.361	Yes	
NM_138702	MAGEC3	chrX	140926102	140985618	9	0.15394	No	
NM_016353	ZDHHC2	chr8	17013836	17080241	30	16.5875	Yes	
NM_004807	HS6ST1	chr2	129023054	129076171	30	2.65451	Yes	
NM_012111	AHSA1	chr14	77924373	77935815	31	63.8403	Yes	
NM_001198994	NADK	chr1	1682671	1711508	31	13.5409	Yes	
NM_020802	KIAA1377	chr11	101785746	101871793	31	1.75925	Yes	
NM_153613	LPCAT4	chr15	34651089	34659395	31	10.8626	Yes	
NM_016626	MEX3C	chr18	48700920	48724051	31	17.6263	Yes	
NM_001160045	GLI1	chr12	57853918	57866047	28	1.90659	Yes	
NM_020759	STARD9	chr15	42867857	43013196	31	0.707063	Yes	
NM_020794	LRRC7	chr1	70225858	70589171	22	0.114902	No	
NM_001130032	ZNF562	chr19	9759338	9785776	31	2.86112	Yes	
NM_007350	PHLDA1	chr12	76419227	76425556	30	9.11881	Yes	
NM_018214	LRRC1	chr6	53659778	53788919	31	2.72113	Yes	
NR_033921	LOC643542	chr18	65183783	65566856	16	0.91321	No	
NM_018009	TAPBPL	chr12	6561177	6571488	30	3.7272	Yes	
NM_007130	ZNF41	chrX	47305561	47342345	31	3.26159	Yes	
NM_170722	NLRX1	chr11	119039440	119054725	31	7.71249	Yes	
NM_032892	FRMD5	chr15	44165730	44487429	25	0.680845	No	
NM_018221	MOB1A	chr2	74383211	74405995	31	44.8349	Yes	
NM_001162383	ARHGEF2	chr1	155916630	155948336	31	45.3378	Yes	
NM_001145009	BTN3A1	chr6	26402465	26415444	31	4.68363	Yes	
NM_014161	MRPL18	chr6	160211492	160219461	30	32.9248	Yes	
NM_001142464	ECSIT	chr19	11616731	11639987	31	8.35248	Yes	
NM_152284	CHMP4C	chr8	82644688	82671748	28	0.140995	No	
NM_018281	ECHDC2	chr1	53361582	53387446	30	14.8573	Yes	
NR_002211	MEIS3P1	chr17	15690164	15693019	28	3.31531	No	
NM_003831	RIOK3	chr18	21032787	21063099	31	24.1707	Yes	
NM_016390	C9orf114	chr9	131581930	131592100	31	4.9313	Yes	
NM_015347	RIMBP2	chr12	130880681	131002410	22	0.0378187	No	
NM_016141	DYNC1LI1	chr3	32567463	32612366	31	17.5039	Yes	
NM_024963	FBXL18	chr7	5515428	5553399	31	3.02733	Yes	
NR_033931	LOC152742	chr4	14113592	14141676	14	2.5997	No	
NM_007210	GALNT6	chr12	51745833	51785200	30	10.132	Yes	
NR_000009	SNORD4B	chr17	27050699	27050772	2	588.663	No	
NM_001193493	SLC1A4	chr2	65215579	65251000	31	16.3904	Yes	
NM_006951	TAF5	chr10	105127724	105148822	31	1.28373	Yes	
NM_014331	SLC7A11	chr4	139085248	139163503	30	22.6622	No	
NM_015853	UBXN1	chr11	62443972	62446527	31	43.5023	Yes	
NM_006290	TNFAIP3	chr6	138188325	138204451	31	2.06307	Yes	
NM_014734	KIAA0247	chr14	70078310	70181861	31	9.2746	Yes	
NM_001136271	NKX2-6	chr8	23559964	23564111	4	0.329588	No	
NR_026913	LOC100133669	chr8	144063448	144099807	26	1.85839	No	
NM_001131026	PEX5	chr12	7341759	7371169	31	11.5303	Yes	
NM_015666	GTPBP5	chr20	60758081	60777810	31	4.57328	Yes	
NM_001199673	CALU	chr7	128379346	128413477	31	333.429	Yes	
NM_001105578	SYCE2	chr19	13009894	13030086	28	0.317381	No	
NM_006915	RP2	chrX	46696347	46741791	31	7.53163	Yes	
NM_001165412	NFKB1	chr4	103422486	103538459	31	10.616	Yes	
NM_017906	PAK1IP1	chr6	10695188	10709970	31	9.31943	Yes	
NM_130759	GIMAP1	chr7	150413645	150421368	25	0.0549322	No	
NM_022078	GPATCH3	chr1	27216979	27226962	30	4.56738	Yes	
NM_001202439	NCR3LG1	chr11	17373309	17398868	30	0.561771	Yes	
NM_001190259	GCSAM	chr3	111839688	111852152	26	0.2998	No	
NM_018110	DOK4	chr16	57505870	57520385	31	13.359	Yes	
NM_014509	SERHL2	chr22	42949925	42970388	26	0.197754	No	
NM_024948	FAM188A	chr10	15820175	15902519	31	18.8637	Yes	
NM_018602	DNAJA4	chr15	78556487	78574538	30	1.08627	Yes	
NM_001167941	WDR76	chr15	44119112	44160617	31	1.18398	Yes	
NM_199186	BPGM	chr7	134331531	134364567	31	17.5978	Yes	
NM_018017	C10orf118	chr10	115881974	115934364	31	4.63441	Yes	
NM_024121	TMEM185B	chr2	120975047	120980984	31	8.8773	Yes	
NR_036608	SRSF2	chr17	74730197	74733493	31	45.6999	Yes	
NR_045678	LINC00847	chr5	180257957	180262726	30	7.62259	Yes	
NM_000322	PRPH2	chr6	42664333	42690358	28	1.80313	No	
NM_005730	CTDSP2	chr12	58213710	58240747	31	61.7832	Yes	
NM_001621	AHR	chr7	17338276	17385775	30	6.20266	Yes	
NM_016242	EMCN	chr4	101316498	101439250	25	0.182947	No	
NM_003725	HSD17B6	chr12	57157108	57181574	29	5.30672	Yes	
NM_001131066	RFESD	chr5	94982481	94992849	29	0.642257	Yes	
NM_152490	B3GALNT2	chr1	235610533	235667781	31	10.1444	Yes	
NM_018439	IMPACT	chr18	22006609	22033494	30	15.8199	Yes	
NM_005118	TNFSF15	chr9	117546915	117568408	26	0.214071	No	
NM_198066	GNPNAT1	chr14	53241911	53258386	31	13.793	Yes	
NR_046420	UPK1A-AS1	chr19	36158850	36164193	14	0.391489	No	
NR_046388	PELP1	chr17	4574679	4607632	31	4.40116	Yes	
NM_001114614	MFGE8	chr15	89441914	89456663	31	571.118	Yes	
NM_003086	SNAPC4	chr9	139270029	139292889	31	2.75818	Yes	
NM_007027	TOPBP1	chr3	133319449	133380737	31	6.65956	Yes	
NM_001105513	TTC21A	chr3	39149152	39180394	29	0.296101	Yes	
NM_001012994	SNX30	chr9	115513134	115637267	31	6.3142	Yes	
NM_001954	DDR1	chr6	30851861	30867933	29	2.02465	No	
NM_033124	CCDC65	chr12	49297893	49315359	26	0.287242	No	
NM_016199	LSM7	chr19	2321520	2328614	31	46.1267	Yes	
NR_026784	C6orf164	chr6	88106842	88109459	29	0.512643	No	
NM_005725	TSPAN2	chr1	115590633	115632121	26	1.76915	No	
NM_021627	SENP2	chr3	185304031	185348885	31	13.7741	Yes	
NM_005786	TSHZ1	chr18	72922710	73001905	31	23.6304	Yes	
NM_139014	MAPK14	chr6	35995454	36079013	31	19.3509	Yes	
NM_001923	DDB1	chr11	61066919	61100684	31	63.249	Yes	
NM_001198999	SEMA6D	chr15	47476403	48066420	24	0.510241	No	
NM_014515	CNOT2	chr12	70636774	70748773	31	24.1926	Yes	
NM_001256379	MCMBP	chr10	121588916	121633140	31	20.5939	Yes	
NM_006536	CLCA2	chr1	86889769	86922240	20	0.7874	No	
NR_027638	ADAM9	chr8	38854505	38962779	31	152.339	Yes	
NR_026778	HNRNPU-AS1	chr1	245003940	245010243	31	8.65086	Yes	
NM_015058	VWA8	chr13	42140961	42535221	30	5.12244	Yes	
NM_004397	DDX6	chr11	118618473	118661972	31	21.5038	Yes	
NM_001161454	CYBASC3	chr11	61116220	61129755	31	17.1139	Yes	
NM_001040142	SCN2A	chr2	166095912	166248820	27	0.404027	No	
NM_006830	UQCR11	chr19	1597154	1605483	31	51.3479	Yes	
NM_001270629	MED4	chr13	48649864	48669277	31	12.1074	Yes	
NM_001256415	RAB18	chr10	27793103	27831166	31	23.3106	Yes	
NR_046348	PPWD1	chr5	64859063	64883376	30	14.5416	Yes	
NM_153347	TMEM86A	chr11	18720351	18726332	29	0.821934	Yes	
NM_005861	STUB1	chr16	730115	732768	31	23.5014	Yes	
NR_036526	LOC100499484	chr9	100000708	100059596	28	0.540454	No	
NM_025077	TOE1	chr1	45805342	45809650	30	1.48045	Yes	
NM_001757	CBR1	chr21	37442285	37445462	30	54.8981	Yes	
NM_019601	SUSD2	chr22	24577444	24585074	30	1.4757	Yes	
